tanggal,judul,konten
"Februari 20, 2022",Surat Edaran Kementerian Koordinator Perekonomian Republik Indonesia untuk Sponsorship Penerbitan Buku,"Kepada Yth.Ibu Soraya RamliDiv. PembiayaanPT SARANA MULTIGRIYA FINANCIAL PERSEROUp : Bapak Misnawi – Corsec[Narasi dilanjutkan setelah bagian referensi]Penjelasan:Beberapa waktu lalu sempat beredar informasi terkait dengan surat edaran yang dikeluarkan oleh Kementerian Koordinator Bidang Perekonnomian R.I perihal ajakan untuk melakukan sponsorship penerbitan buku Kemenko Bidang Perekonomian yang ditujukan kepada para mitra atau relasi terkait.Namun melansir dari akun Instagram resmi Kemenko Bidang Perekonomian R.I, yaitu @perekonomianri, pihak kemenko menyatakan bahwa informasi yang beredar terkait dengan adanya ajakan untuk melakukan sponsorship penerbitan sebuah buku yang ditujukan kepada para mitra kerjasama atau relasi Kemenko Perekonomian ialah informasi yang salah, atau hoax.Selain itu, Kemenko Bidang Perekonomian juga melalui laman media sosial lainnya, yaitu pada laman Facebook, @Kemenko Perekonomian RI, serta pada laman Twitternya, yaitu @PerekonomianRI menegaskan kembali bahwa informasi yang beredar ialah informasi salah atau hoax, dan Kemenko Perekonomian juga menegaskan bahwa pihaknya sama sekali tidak ada kaitannya dengan surat tersebut.Atas dasar tersebut, maka pihak Kemenko juga mengimbau kepada masyarakat untuk tetap waspada terhadap berbagai informasi yang diterima, karena semua informasi resmi terkait Kemenko Perekonomian dapat diakses melalui website resminya, yaitu www.ekon.go.id maupun pada seluruh akun media sosial Kemenko Perekonomian.Berdasarkan pada seluruh referensi, surat edaran Kementerian Koordinator Perekonomian Republik Indonesia untuk sponsorship penerbitan buku ialah informasi salah dan masuk ke dalam kategori konten tiruan.Referensi:https://www.instagram.com/p/CZsainXPMKq/?utm_medium=copy_linkhttps://www.facebook.com/photo?fbid=314054304089361&set=a.225472389614220https://twitter.com/PerekonomianRI/status/1490849221544902656"
"Februari 19, 2022",Antibodi Covid-19 Membuat ASI Berubah Warna,"= = = = =NARASI:(diterjemahkan ke dalam Bahasa Indonesia)“Untuk sesama ibu menyusui… keluarga kami terpapar covid sekarang. Kantung di sebelah kiri berisi ASI yang dipompa minggu lalu ketika kami masih sehat, dan kantung di sebelah kanan berisi ASI yang dipompa hari ini (saat sedang sangat sakit lol). Penelitian menunjukkan bahwa antibodi covid disalurkan kepada bayi melalui ASI dan aku yakin itulah yang menyebabkan perbedaan warna pada dua kantung ini (tidak ada perubahan konsumsi makanan dan obat, dll.) Aku tidak pernah melihat ASI berwarna hijau selama 10,5 bulan memompa ASIHanya pengingat rutin bahwa tubuh kita menakjubkan”= = = = =PENJELASAN:Akun Facebook dengan nama pengguna “Alannah LeFebvre” (https://www.facebook.com/alannah.mccormick) mengunggah sebuah foto yang menunjukkan dua kantung ASI dengan warna ASI yang berbeda. Unggahan tersebut juga disertai narasi yang menyatakan bahwa perubahan warna tersebut disebabkan oleh antibodi yang diproduksi tubuh ibu menyusui saat terpapar Covid-19.Berdasarkan hasil penelusuran, perubahan warna pada ASI disebabkan oleh makanan serta obat-obatan yang dikonsumsi oleh ibu menyusui, bukan karena antibodi Covid-19. Melansir dari USA Today, ahli medis dari Pusat Kesehatan Universitas Cooper, Dr. Lori Feldman-Winter menjelaskan bahwa kandungan dari makanan seperti bayam, Gatorade, dan vitamin yang menumpuk dapat menyebabkan warna ASI berubah menjadi hijau. Selain itu, penumpukan kandungan zat besi dalam suplemen kesehatan juga bisa mengubah warna ASI menjadi hijau."
"Februari 19, 2022",HRS Membawa Kertas Bertuliskan “Happy Valentine Virza”,"https://archive.vn/9wKBg=====NARASI:Ciiee rijik murtadHRS membawa kertas bertuliskan Happy Valentine Virza=====PENJELASAN:Beredar postingan di Facebook oleh akun bernama Ni Made Putri Paramita, yang memposting sebuah gambar HRS dengan membawa kertas bertuliskan “Happy Valentine Virza”."
"Februari 19, 2022",Hadiah promosi aplikasi Pos Indonesia!,
"Februari 19, 2022",Deteksi Covid 19 dengan Tahan Napas 10 Detik,"Test yang murah, sederhana, dan praktis untuk mengenal infeksi Virus Corona hanya dalam 30 detik, tanpa kunjungan ke dokter atau pemeriksaan laboratorium, sangat kita perlukan.Anda dapat melakukannya sendiri, tanpa bantuan orang lain !Perhatikan cara berikut ini :Ambil napas dalam-dalam dan tahan napas selama lebih dari 10 detik ! Jika setelah menahan nafas anda berhasil mengeluarkan napas pelan2 tanpa batuk, tanpa rasa tidak nyaman, tanpa lelah, dan tanpa kaku di dada, ini membuktikan bahwa tidak ada fibrosis di paru-paru anda, dan itu sebenarnya menunjukkan bahwa TIDAK ADA VIRUS APAPUN DIDALAM PARU2 ANDA !Anda juga perlu memastikan mulut dan tenggorokan anda lembab dan tidak kering ! Minumlah MINIMAL SETENGAH GELAS AIR HANGAT SETIDAKNYA SETIAP 30 MENIT SEKALI. Jadi deandainya ada virus Corona telah masuk kedalam mulut anda, air hangat yang anda minum secara teratur dapat masuk kedalam perut, dimana KEASAMAN LAMBUNG AKAN LANGSUNG MEMBUNUH VIRUS CORONA !Mari jangan menjadi penonton, sampaikan kepada keluarga dan semua teman anda.Salam sehat ! ini sangat bermanfaat… 👍👍=====SUMBER: Whatsapphttps://bit.ly/3s35oGI=====PENJELASAN:Klaim yang sudah beredar sejak 2020 tentang virus Corona dapat terdeteksi dengan menahan napas selama 10 detik dan disarankan untuk minum air hangat teratur agar virus masuk ke dalam perut dimana keasaam lambung akan langsung membunuh virus tersebut.Dilansir dari Halodoc.com , Ketua Umum Pengurus Besar Ikatan Dokter Indonesia, Daeng M. Faqih juga turut mempertegas dan menyatakan bahwa informasi tersebut tidak benar dan tidak berdasar. Untuk mendiagnosis virus corona, masyarakat Indonesia dianjurkan untuk melakukan tes PCR di Laboratorium Badan Penelitian dan Pengembangan Kesehatan (Balitbangkes), yang sudah diakreditasi oleh Organisasi Kesehatan Dunia (WHO). Hasil dari tes tersebut akurat dan terpercaya, serta dapat diketahui dalam waktu kurang dari 12 jam sejak sampel diterima."
"Februari 19, 2022",Makanan Kaleng Mengandung Virus HIV Aids,
"Februari 19, 2022","Gambar artikel Kompas Berjudul “Kapolda Jateng : Kami menahan 64 orang aksi radikalis anarkis warga Wadas purworejo, yang ganggu proyek PT. Beijing Xi Wen”","NARASI:“Kapolda Jateng : Kami menahan 64 orang aksi radikalis anarkis warga Wadas purworejo, yang ganggu proyek PT. Beijing Xi Wen"
"Februari 18, 2022", Seorang Petugas PLN di Nguling Pasuran Tersetrum dan Terbakar di Tiang Listrik,"“Petugas pln kesetrum”======[PENJELASAN]:Sebuah akun Facebook bernama Bengkel SS Teknik mengunggah sebuah video berdurasi 29 detik yang memperlihatkan seorang petugas PLN yang tersetrum di tiang listrik hingga menyebabkan tubuhnya mengeluarkan api. Dalam video tersebut terdapat tulisan bahwa kejadian tersebut berada di Nguling, Pasuruan, Jawa Timur..Berdasarkan Penelusuran, Kapolsek Nguling AKP Zudianto menyebut video itu bukan di wilayahnya. Pihak PLN, kata Zudianto, juga membantah kejadian itu.“Itu hoaks (menurut) sumber manager PLN wilayah timur,” tegas Zudi."
"Februari 18, 2022","Diadakan penertiban makam di TPU Karet Bivak, Jakarta Pusat","https://archive.vn/CSi6U=====NARASI:Temen2 yg punya makam keluarga di tpu karet, tolong di urus surat2 nya,krn mau ada penertiban makam2 yg gk di urus surat nya, mau di ratain dan di berikan kepada jenazah2 yg baru…Info saya dpt dr kepala TPU karet bivak, yg kebetulan kawan saya 🙏🙏=====PENJELASAN:Beredar postingan di Facebook oleh akun bernama Harry yang memberikan informasi, bahwa akan ada penertiban di TPU Karet Bivak, sehingga masyarakat diimbau untuk segera mengurus surat-surat makam, jika tidak mengurus maka makamnya akan diratakan dan akan ditempati makam baru."
"Februari 18, 2022",Ashanty Meninggal Dunia,"NARASI:“Berita Duka, SeIamat JaIan Untuk SeIamanya 😭 Ashanty, InnaIiIahi WainnaiIIaihirojiun Kabar Dukа Menyelimuti”= = = =PENJELASAN:Beredar sebuah narasi di media sosial Facebook oleh akun Iman Maulana yang menginformasikan bahwa Ashanty meninggal dunia. Narasi tersebut juga mencantumkan informasi yang diunggah oleh situs Realnews.id berjudul “Berita Duka, SeIamat JaIan Untuk SeIamanya 😭 Ashanty, InnaIiIahi WainnaiIIaihirojiun Kabar Dukа Menyelimuti”."
"Februari 18, 2022",Foto “guru cantik yang memperkosa siswanya berkali-kali”,
"Februari 18, 2022",Situs Microsoft yang Melayani Upgrade Sistem Operasional Windows 11,"= = = = =NARASI:(diterjemahkan ke dalam Bahasa Indonesia)“Dapatkan Windows 11Unduh Sekarang”= = = = =PENJELASAN:Beredar sebuah situs dengan alamat windows-upgraded[dot]com yang melayani upgrade sistem operasional Windows 11. Situs tersebut mengharuskan pengguna untuk mengakses tombol “Download Now” atau “Unduh Sekarang” untuk melakukan upgrade.Berdasarkan hasil penelusuran, situs tersebut adalah palsu. Melansir dari HP Threat Research, situs tersebut merupakan malware RedLine Stealer yang dapat mencuri informasi pengguna. Ketika pengguna mengakses tombol “Download Now”, pengguna akan mengunggah malware tersebut, bukan sistem operasional Windows 11. Upgrade sistem operasional Windows 11 hanya dapat dilakukan melalui situs https://www.microsoft.com/software-download/windows11."
"Februari 18, 2022",Bentuk Virus Omicron Seperti Lambang Nazi,
"Februari 18, 2022",“Lagu MICHAEL JACKSON yang memuji kebesaran Agama Islam”,"SUMBER membagikan video yang berisi lagu “Waiting For The Call” oleh Irfan Makki dengan menambahkan narasi yang TIDAK sesuai dengan fakta, sehingga membangun kesimpulan KELIRU.Informasi keliru ini didaur ulang dan beredar di berbagai platform setidaknya sejak dari tahun 2017 lalu.@terong ajaib, selengkapnya di turnbackhoax.id | #LawanHoax #CekFaktanya #TurnBackHoax #FactCheck #DigitalLiteracy #MAFINDO #FYPVerifikasi VideoSalah satu video dengan suara (audio) yang identik, Awakening Music pada 30 Juli 2012: “The official music video of the track “Waiting For The Call” by Irfan Makki, from his new album “I Believe”. [2]Referensi Lainnya yang Berkaitanturnbackhoax.id pada 15 November 2017: “Penyanyi lagu ini adalah Irfan Makki, bukan Michael Jackson.” [3]turnbackhoax.id, hasil pencarian artikel periksa fakta lainnya dengan kata kunci “irfan makki” [4]YouTube, hasil pencarian video lainnya dengan kata kunci “irfan makki waiting for call ” [5]Google – Videos, hasil pencarian video dengan kata kunci “irfan makki waiting for call ” [6]REFERENSI"
"Februari 17, 2022",BPJS Kesehatan Berikan Dana Bantuan Rp100 Juta,"NARASI:“➡️ Penerima Dana Bantuan BPJS di Wajibkan Melakukan Pembayaran Dana Jaminan Sementara Rp.300,000➡️ Bagi Penerima Dana Bantuan BPJS harap jangan salah di pahami, Mengenai Masalah Pungsinya DANA JAMINAN Tersebut Hanya formalitas Untuk kami Jadikan Bukti Yang SAH Sebagai Penerima Dana Bantuan BPJS, Ketentuan ini Resmi dan di Pertanggung jawabkan Oleh Pihak Pencairan BPJS.➡️ dan DANA JAMINAN hanya Sementara 10-30 menit paling lambat setelah bukti yang Rp.300,000 sudah kami terima jadi total Dana yang di Cairkan kerekening anda total Rp.100,300.000,-“= = = =PENJELASAN:Beredar sebuah narasi melalui pesan Whatsapp yang mengatakan bahwa terdapat dana bantuan dari BPJS Kesehatan senilai Rp100 juta. Narasi tersebut juga menjelaskan skema pemberian hadiah yaitu penerima hadiah memberikan jaminan terlebih dahulu senilai Rp300 ribu."
"Februari 17, 2022",Video Situasi Terkini Terkait Krisis Antara Rusia dan Ukraina,
"Februari 17, 2022",Bahasa Korea Telah Diadopsi Sebagai Bahasa Resmi Perserikatan Bangsa-Bangsa (PBB),"= = =Penjelasan:Beredar sebuah unggahan di media sosial Facebook yang mengklaim bahwa Bahasa Korea telah diadopsi sebagai bahasa resmi Perserikatan Bangsa-Bangsa (PBB). Hal ini berkaitan dengan gelombang korea yang saat ini menjadi trend, sehingga PBB memilih dan dengan suara bulat menjadikan Bahasa Korea sebagai bahasa resmi.Setelah ditelusuri, informasi tersebut salah. Faktanya, seorang juru bicara Kantor Subregional PBB untuk Asia Timur dan Timur Laut (UNESCAP) mengatakan: “Bahasa resmi PBB adalah Inggris, Prancis, Rusia, Cina, Spanyol, dan Arab, bahasa Korea belum diadopsi sebagai bahasa resmi.”Juru bicara itu mengatakan kepada AFP bahwa PBB telah mengajukan “tidak ada resolusi” yang mengusulkan bahasa Korea sebagai bahasa resmi.“Bahasa Korea kadang-kadang digunakan pada pertemuan PBB di mana beberapa penutur bahasa Korea hadir, tetapi bahasa Korea tidak digunakan sebagai bahasa resmi atau digunakan untuk menulis dokumen dalam kapasitas resmi di PBB.”"
"Februari 17, 2022",Radiasi 5G Menyebabkan Gelaja Mirip Flu,= = =Penjelasan:Beredar sebuah unggahan di media sosial Facebook yang mengklaim bahwa radiasi 5G menyebabkan gejala mirip flu. Unggahan tersebut muncul saat perusahaan telekomikasi meluncurkan teknologi 5G di seluruh Amerika Serikat dan saat negara tersebut menghadapi Covid-19 yang dapat menyebabkan gejala yang sama seperti flu.
"Februari 16, 2022","Artikel Tribunnews berjudul “Peneliti Jepang Ingatkan Indonesia,Bahaya Ngutang Terus Ke China,Bisa Seperti Negara Di Benua Afrika”",
"Februari 16, 2022", Fenomena Langka Manusia Siluman,"“Keajaiban dunia yang keberapa ini yah ?”======[PENJELASAN]:Akun Instagram bernama @trendukhti mengunggah sebuah video yang menunjukkan sesosok makhluk berkepala manusia dan bertubuh rubah sedang berbaring. Dalam video tersebut juga terdapat narasi bahwa hal tersebut adalah fenomena langka manusia siluman.Berdasarkan hasil penelusuran, klaim bahwa sosok dalam video tersebut adalah manusia siluman adalah salah. Sosok tersebut merupakan seorang penampil yang menjadi karakter Mumtaz Begum yang merupakan makhluk hibrida rubah dan manusia."
"Februari 16, 2022"," Pilpres 2024 Dibatalkan Rakyat, Jokowi Kembali Diangkat Jadi Presiden","“MENGEJUTKAN, PILPRES 2024 DIBATALKAN RAKYAT !! JOKOWI KEMBALI DIANGKAT JADI PRESIDEN!!“======[PENJELASAN]:Akun Facebook bernama Suprayitno SA mengunggah sebuah video berdurasi 3 menit 24 detik dengan narasi bahwa Pilpres 2024 dibatalkan oleh rakyat dan Jokowi kembali diangkat menjadi Presiden.Berdasarkan penelusuran, informasi tersebut adalah keliru. Isi video tersebut berisi opini mengenai wacana yang dikemukakan oleh Sekretaris Jenderal Komunitas Jokowi-Prabowo, Timothy Ivan Triyono terkait belum adanya tokoh yang cocok menggantikan Jokowi sebagai Presiden dan ia berharap Jokowi menunjuk dirinya sendiri untuk maju sebagai presiden untuk ketiga kalinya.Selain itu terdapat juga narasi terkait hasil survey Indikator Politik Indonesia yang mengungkapkan tren dukungan masyarakat terhadap presiden Jokowi untuk maju 3 Periode pada Pilpres 2024 terus meningkat, namun tidak ada klaim yang menyebutkan bahwa Pilpres 2024 dibatalkan.Melansir dari CNNIndonesia, Komisi Pemilihan Umum (KPU) hanya mewacanakan Pemilihan Kepala Daerah (Pilkada) serentak 2024 diundur. Komisioner KPU Ilham Saputra menyebut ada wacana yang sedang digodok pemerintah dan DPR RI untuk mengundur Pilkada serentak tahun 2024 ke tahun 2027.Sementara itu, Wakil Ketua Komisi II DPR Arwani Thomafi menegaskan Pemilu Nasional yakni Pilpres dan Pileg tetap digelar di 2024 mendatang. Pembahasan perubahan ini hanya dikhususkan untuk Pemilukada yang semula rencananya ingin dibarengi dengan Pemilu nasional.“Tapi kalau untuk Pilpres, Pilegnya itu DPR, DPD, tetap di 2024,” kata Arwani."
"Februari 16, 2022","“Astagfirullah, Begini Perlakuan Terhadap Wanita Berhijab di India”","NARASI:“Astagfirullah, Begini Perlakuan Terhadap Wanita Berhijab di IndiaDalam video terlihat Wanita berhijab berlari saat disiram air oleh beberapa laki-laki.”= = = = =PENJELASAN:Akun Faceboook dengan nama pengguna “Mohammad Ramdani Praja” (https://www.facebook.com/mohammad.ramdani.56) mengunggah sebuah video sekelompok perempuan yang menggunakan hijab tengah berlari dan disiram air oleh beberapa laki-laki. Dalam video tersebut juga disertai dengan narasi yang menyatakan bahwa peristiwa tersebut terjadi di India.Berdasarkan hasil penelusuran, video tersebut tidak menunjukkan peristiwa yang terjadi di India, melainkan merupakan dokumentasi aksi perpeloncoan yang dilakukan di Universitas Eastern, Sri Lanka.Melansir dari media asal Sri Lanka Puthithu, video tersebut telah beredar sejak tahun 2019. Wakil Rektor Universitas Eastern, Profesor F.C. Raquel menegaskan bahwa aksi tersebut bukan merupakan aksi diskriminasi dan rasisme, melainkan merupakan aksi perundungan yang akan ditindak keras oleh pihak universitas sesuai dengan peraturan yang berlaku.Dengan demikian, narasi yang diunggah oleh akun Faceboook dengan nama pengguna “Mohammad Ramdani Praja” tersebut dapat dikategorikan sebagai Konteks yang Salah/False Context."
"Februari 15, 2022",Akun Facebook Bupati Sambas “Hsatono Ssos” Menawarkan Lolos CPNS Tanpa Tes,
"Februari 15, 2022",“casino in Saudi”,"@gucci_mane001, more details: turnbackhoax.id | #FactCheck #DigitalLiteracy #MAFINDO #FYPSelengkapnya di turnbackhoax.id | #LawanHoax #CekFaktanya #TurnBackHoax #FactCheck #DigitalLiteracy #MAFINDO #FYPThe SOURCE shared a video of the first Baloot championship held at Prince Faisal bin Fahad Olympic Complex with false contextual information, which has caused a FALSE conclusion.Video VerificationAn image with similar indoor building structure by the Ministry of Sport of the Kingdom of Saudi Arabia on April 6, 2018: “Photos of the preparations in the green hall at Prince Faisal bin Fahad Olympic Complex before the start of round 17” [2]Other Related ReferencesSaudi Gazette on April 4, 2018: “JEDDAH — The maiden championship of Baloot game, the most popular card game among Saudis, kicked off on Wednesday. The four-day mega event will see 12,288 card game lovers participating.” [3]SAUDI-EXPATRIATES on April 9, 2018: “”Baloot” is an old Arabian card game which is similar to French card game called “Belote”, It is kind of a sport game and quite popular with the people of Saudi Arabia. This game does not involve in gambling or bet money, So, wake up and stop spreading rumors.” [4]Interior image of Green Hall of the Prince Faisal bin Fahad Olympic Complex by one of the locals. [5]Google Earth, the Prince Faisal bin Fahad Olympic Complex. [6]The search results for “baloot” in turnbackhoax.id for previous fact-check articles, including the first article in 2018. [7]REFERENCES[1] firstdraftnews.org: “Understanding Information disorder”, https://bit.ly/34P3vBc / https://archive.md/02Dro (backup archive)."
"Februari 15, 2022",Ular Mampu Memprediksi Gempa,"NARASI:“Fakta Unik di Penjuru DuniaUlar mampu memprediksi gempa meskipun berjarak 75 mil dari lokasi dan 5 hari sebelum gempa itu terjadi”= = = = =PENJELASAN:Akun Instagram dengan nama pengguna “diferensia.co” mengunggah sebuah narasi yang menyatakan bahwa ular dapat memprediksi gempa 5 hari sebelum gempa terjadi dan dapat memprediksi dalam jarak 75 mil dari lokasi terjadinya gempa.Berdasarkan hasil penelusuran, tidak ada informasi yang kredibel bahwa ular dapat memprediksi gempa. Faktanya, hingga kini belum ditemukan alat dan metode yang mampu memprediksi gempa secara spesifik dengan waktu, lokasi, dan magnitud gempa yang akan terjadi.Lebih lanjut, melansir dari JSTOR Daily, hewan memang memiliki kemungkinan untuk merasakan gempa foreshock, atau gempa yang dirasakan sebelum gempa utama terjadi, tetapi gempa foreshock umumnya juga telah terdeteksi oleh alat seismograf."
"Februari 15, 2022",CHEMTRALIS Semua Udah Di Rencanakan Dan Di Rancang,
"Februari 15, 2022",Terlihat Korban Covid-19 Tergeletak di Jalanan Ternyata Hanya Akting Belaka,"=====NARASI:*video memperlihatkan orang-orang tergeletak di jalanan seperti korban meninggalIngat,,bulan depan akan memasuki masa² Ibadah umat Islam yang sangat dinanti.Maka akan banyak strategi para Sales Coped untuk membatasi pergerakan umat Islam untuk beribadah.=====PENJELASAN:Beredar postingan di Telegram oleh akun bernama congor_istana, memperlihatkan sebuah video. Dalam cuplikan video salah seorang bangun dari posisi tidur dan kemudian ada temannya yang menolong untuk membantu memasangkan kembali penutup mayat.Akun congor_istana lantas menganggap video tersebut adalah akting orang-orang yang berusaha pura-pura meninggal karena COVID-19, dengan tujuan untuk menakuti masyarakat.Setelah dilakukan penelusuran fakta terkait, kejadian dalam video tidak ada hubungannya dengan pandemi Covid-19. Video asli ditemukan di channel berita “oe24”, dengan judul berita “Wien: Demo gegen Klimapolitik” (terjemahan: Vienna: Demo Menentang Kebijakan Perubahan Iklim).Dapat diketahui aksi itu berkaitan dengan demo penentangan kebijakan perubahan iklim di Vienna, Austria. Memang benar aksi tergeletak di jalanan layaknya orang meninggal hanya akting/rekayasa, namun sama sekali tidak ada hubungannya dengan Covid-19."
"Februari 15, 2022","Akun Twitter Mandiri Care, @CsMANDIRICARE","https://archive.md/TeThE=====NARASI:Halo bpk/ibu Mohon ma’af atas kendalah nya kamu bisa chat langsung dengan CustomerCare kami di layanan whatsapp kami di bawah ini.http://wa.me/+14146666414Tks~Ratno=====PENJELASAN:Beredar akun Mandiri Care di Twitter yakni @CsMANDIRICARE. Akun tersebut mengaku sebagai akun asli dan memberikan nomor WhatsApp untuk layanan Customer Service-nya.Setelah dilakukan penelusuran fakta lebih lanjut, diketahui akun Twitter Mandiri Care, @CsMANDIRICARE, adalah akun palsu."
"Februari 14, 2022",Akun Facebook Wakil Walikota Bandar Lampung “Dedi Amrullah”,"= = = = =NARASI:“assalamualaikum(waalaikumsalam)”wanya berapabuka smsnyabaca smsnya cari yg ngirim kode facbokbrp kodenya(buat apa pak kodenya)tu kode kartu bpkberapa kodenya ?.”= = = = =PENJELASAN:Beredar akun Facebook Wakil Walikota Bandar Lampung Deddy Amarullah. Akun tersebut menggunakan foto profil Deddy Amarullah memakai pakaian dinas, dengan nama profil “Dedi Amrullah”. Terlihat akun tersebut juga mengirimkan pesan kepada pengguna Facebook untuk meminta nomor Whatsapp, lalu diminta untuk mengirimkan kode verifikasi Whatsapp."
"Februari 14, 2022",Akun Whatsapp Wakil Bupati Sigi Samuel Yansen Pongi “+6282143125327”,"===NARASI:“assalamualaikum we. Wbapa betul saat ini saya terhubung dg pengurus Masjid AL-MAKMUR KALUKUBULA?(waalaikumsalam war.wab.iya betul pak. Sy Imam Mesjid Almakmur Kalukubula.)Tujuan saya menghubungi saat ini terkait pemberitahuan pembagian donasi dari pemkab. Sigi, yg di tujukan kepada tempat”==="
"Februari 14, 2022",Tindak Lanjut Penetapan SK Pengangkatan Sebagai CPNS TA 2019,
"Februari 14, 2022",Panggilan Interview Kerja Diskominfo Jabar,"===NARASI:“Penggilan Interview Dinas Komunikasi danInformatika Provinsi Jawa BaratSehubungan dengan dibutuhkannya karyawan/ti tambahan, maka kami mengundang anda untuk untuk mengikuti wawanNama:Jabatan: Tenaga Teknis Tata UsahaHari/Tanggal: Kamis, 10 Februari 2022Pukul: 13.00 WIBBerhubung masih dalam masa pandemi, kami memohon untuk mengikuti Swab PCR. Untuk registrasi Swab dapat melakukan transfer ke Rekening Bank Permata 8528085759115513 sebesar Rp. 300.000.Dana tersebut akan kami kembalikan pada saat selesai wawancara Batas terakhir registrasi swab tanggal 09 Februari 2022 – Pukul 16:00 WIBKami mengharapkan kehadiran Saudara/i. Pada kesempatan tersebut diharapkan agar Saudara/ i membawa semua ijazah asli dan surat-surat lain yang kami perlukan serta bukti Registrasi Swab. Kami menanti kehadiran saudara.Hormat Kami,Diskominfo Jabar"
"Februari 14, 2022",Pinjaman Online “AOJOL” yang Dikelola oleh Bank Indonesia dengan Nomor +6283107043453,"NARASI:“PINJAMAN ONLINE YG DI KELOLA LANGSUNG DARI BANK INDONESIA”= = = = =PENJELASAN:Beredar sebuah akun pinjaman online yang dikelola oleh Bank Indonesia dengan nama “AOJOL”. Akun tersebut menggunakan logo Bank Indonesia sebagai foto profil dan menggunakan nomor +6283107043453.Berdasarkan hasil penelusuran, akun tersebut adalah palsu. Melalui akun media sosial resminya, Bank Indonesia telah menegaskan bahwa pihaknya selaku bank sentral tidak menyediakan layanan atau jasa dalam bentuk apapun, termasuk pinjaman online."
"Februari 14, 2022",Cerita Dalam Novel Telah Memprediksi Adanya Pandemi COVID-19,"https://archive.ph/6Yh5Z=====NARASI:WARNING OF VIRUS IN 1981DAN SEKARANG TERJADI !!!!!!!MLmjumat… Virus COVID-19 HOAXWARNINGS OF VIRUS IN 1981TWO authors appeared to predict coronovirus decades before the outbreak.Dean Koonte’s thriller The Eyes Of Darkness, published in 1981, tells the story of a lethal man-made virus in Wuhan – the same Chinese city where coronavirus broke out.In another spooky coincidence, the doomsday book End Of Days – wrilten by American psychic Sylvia Browne and pablished in 2008 predicted here would be a pneumonia-like global pandemicin 2020.=====PENJELASAN:Beredar postingan di Twitter oleh akun bernama @KonspirasiHolic. Gambar dalam postingannya terdapat narasi bahwa ada novel yang sudah memprediksi terjadinya pandemi Coronavirus di masa depan.Novel pertama yang disinggung berjudul “The Eyes of Darkness”, ditulis oleh Dean Koontz, dipublikasikan pada tahun 1981 dan “End of Days”, ditulis oleh Sylvia Browne, dipublikasikan tahun 2008.Setelah dilakukan penelusuran lebih lanjut, virus yang digambarkan dalam kedua novel tersebut tidak sama dengan ciri-cirinya dengan Covid-19. Novel The Eyes of Darkness mendeskripsikan, virus yang bernama “Wuhan-400” berasal dari lab. Namun, fakta sebenarnya asal usul virus Corona sampai saat ini belum diketahui. Selain itu, virus yang digambarkan dalam novel tersebut, dapat berinkubasi dalam 4 hari, hal ini berbeda dengan Covid-19 yang inkubasinya 1-14 hari.Dalam novel Koontz, virus “Wuhan-400” memiliki fatality rate 100%, sedangkan Covid-19 2%-4% di Wuhan dan di luar kawasan Wuhan 0,7%. Adapun ciri-ciri orang yang terpapar juga berbeda, di novel Koontz dideskripsikan virus akan menggerogoti sel otak, sehingga pasien kehilangan kendali dan meninggal. Sedangkan Coronavirus, gejala pasien yakni demam, batuk, sesak napas, pilek, yang parah akan mengalami gagal ginjal dan kematian."
"Februari 14, 2022","Akun WhatsApp JPT Pratama BKN dan KPE, Satya Pratama","=====NARASI:Menteri Pendidikan Dan Kebudayaan UNTUK PENGUSULAN ASN/PPPK 2021 Yang telah Diajukan Setiap instansi. Dan Hasil Tes PPPK TAHAP PERTAMA DAN KEDUA. Masih Banyak Peserta yang Gagal. Untuk Mengisi Kouta kekosonganya. Mnberikan Kebijakan Kepada Seluruh Seluruh Tenaga Honorer Guru. Administrasi dan Tenaga Penyulun Pertanian dan Kesehatan yang berumur 35 Tahun keatas Untuk diangkat Menjadi PPPK ATAU YANG DIKENAL PEGAWAI PEMER NTAH DENGAN PERJANJIAN KERJA. Untuk Lebih Jelasnya Silahkan Konfirmasi Lansung Bagian Pengadaan dan Kepangkatan PNS BKN PUSAT JAKARTA. Drs. Satya Pratama, S.Sos., M.Sc.No W223-37109=====PENJELASAN:Beredar pesan WhatsApp dari akun yang mengatasnamakan JPT Pratama BKN dan KPE, Satya Pratama. Akun tersebut memberikan informasi terkait pengusulan guru honorer, administrasi dan tenaga penyulun pertanian dan pesehatan yang berumur 35 Tahun untuk diangkat Menjadi PPPK/ASN.Selain itu juga beredar pula Kartu PNS Elektronik (KPE) dengan nama dan foto Satya Pratama."
